title, author, publisher, date_published, ratings, pages, isbn, language, genres
Technical Analysis of the Financial Markets: A Comprehensive Guide to Trading Methods and Applications,John J. Murphy,Penguin,Jan 1| 1999,4.2,576,9781101659199,English,Business & Economics / Finance / Financial Risk Management
Financial Accounting| 10th Edition: Edition 10,Jerry J. Weygandt,Wiley Global Education,Nov 18| 2016,5.0,800,9781119305828,English,Business & Economics / Accounting / Financial
Mortgage-Backed Securities,Frank J. Fabozzi,John Wiley & Sons,Aug 31| 2011,3.6,352,9781118149294,English,Business & Economics / Finance / General
Energy Finance and Economics,Betty Simkins,John Wiley & Sons,Feb 20| 2013,0,624,9781118235980,English,Business & Economics / Finance / General
Trading and Exchanges: Market Microstructure for Practitioners,Larry Harris,Oxford University Press,Oct 24| 2002,1.0,656,9780199792702,English,Business & Economics / Accounting / General
Building Winning Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading,Kevin J. Davey,John Wiley & Sons,Jun 11| 2014,4.5,288,9781118778883,English,Business & Economics / Finance / General
Trading Basics,Thomas N. Bulkowski,John Wiley & Sons,Nov 8| 2012,3.5,208,9781118488386,English,Business & Economics / Finance / General
Health Care USA: Edition 8,Harry A. Sultz,Jones & Bartlett Learning,Jul 19| 2013,5.0,586,9781284066012,English,Business & Economics / Accounting / Financial
The New Trading for a Living: Psychology| Discipline| Trading Tools and Systems| Risk Control| Trade Management,Alexander Elder,John Wiley & Sons,Sep 29| 2014,4.7,304,9781118963678,English,Business & Economics / Finance / General
Swing and Day Trading: Evolution of a Trader,Thomas N. Bulkowski,John Wiley & Sons,Jan 8| 2013,4.5,320,9781118516997,English,Business & Economics / Finance / General
Investment Banking: Valuation| Leveraged Buyouts| and Mergers and Acquisitions| Edition 2,Joshua Pearl,John Wiley & Sons,May 29| 2013,4.4,496,9781118715864,English,Business & Economics / Banks & Banking
Delivering Health Care in America: A Systems Approach| Edition 6,Leiyu Shi,Jones & Bartlett Learning,Mar 5| 2014,1.5,650,9781284066067,English,Business & Economics / Accounting / Financial
CIA Part 3 - Test Bank Questions - 2020,MUHAMMAD ZAIN,Zain Academy,Dec 15| 2019,4.0,392,Original pages,Business & Economics / Accounting / Managerial,Business & Economics / Auditing
Financial Accounting: Tools for Business Decision Making| 8th Edition: Edition 8,Paul D. Kimmel,Wiley Global Education,Jan 11| 2016,3.0,808,9781118953808,English,Business & Economics / Accounting / Financial
Advanced Accounting| 6th Edition: Edition 6,Debra C. Jeter,Wiley Global Education,Oct 7| 2014,1.0,864,9781119045946,English,Business & Economics / Accounting / General
Governmental and Nonprofit Financial Management,Charles K. Coe PhD,Berrett-Koehler Publishers,Jan 1| 2007,0,346,9781567263916,English,Business & Economics / Accounting / Governmental
Basics of the U.S. Health Care System: Edition 2,Nancy J. Niles,Jones & Bartlett Learning,Feb 18| 2014,2.3,428,9781284066043,English,Business & Economics / Accounting / Financial
