title, author, publisher, date_published, ratings, pages, isbn, language, genres
Gates Of Fire: One of history’s most epic battles is brought to life in this enthralling and moving novel,Steven Pressfield,Random House,Feb 23| 2010,4.6,528,9781407066592,English,Fiction / Action & Adventure
Renaissance,Oliver Bowden,Penguin UK,Nov 26| 2009,4.2,528,9780141937533,English,Fiction / Action & Adventure
HMS Ulysses,Alistair MacLean,HarperCollins UK,Nov 12| 2009,4.7,480,9780007289318,English,Fiction / Action & Adventure
The Fourth Protocol,Frederick Forsyth,Random House,May 30| 2011,4.5,448,9781446474495,English,Fiction / Thrillers / Espionage
The Catcher in the Rye,J. D. Salinger,Penguin UK,Aug 13| 2019,4.2,240,9780241988794,English,Fiction / Classics
The Narrow Road to the Deep North,Richard Flanagan,Random House,Jul 3| 2014,4.2,464,9781448192243,English,Fiction / General
Hannibal: Enemy of Rome,Ben Kane,Random House,Jun 9| 2011,4.4,576,9781409037552,English,Fiction / Historical / Ancient
We Were the Lucky Ones: Based on the unforgettable story of one family determined to survive war-torn Europe,Georgia Hunter,Allison & Busby Ltd,Feb 14| 2017,4.6,416,9780749021764,English,Fiction / General
The Eagle Has Landed,Jack Higgins,Penguin UK,Nov 24| 2005,4.7,496,9780141959122,English,Fiction / Historical / General
House of War: The new gripping adventure thriller from the Sunday Times bestseller (Ben Hope| Book 20),Scott Mariani,HarperCollins UK,Oct 31| 2019,4.8,432,9780008235994,English,Fiction / Action & Adventure
The Secret Wife: A captivating story of romance| passion and mystery,Gill Paul,HarperCollins UK,Aug 25| 2016,4.6,416,9780008102159,English,Fiction / Biographical
Unfinished Tales,J. R. R. Tolkien,HarperCollins UK,May 5| 2009,4.7,470,9780007322572,English,Fiction / Classics
Dead Soul (In Her Name| Book 3),Michael R. Hicks,Michael R. Hicks,Oct 2011,4.5,209,9780984673001,English,Fiction / Science Fiction / Alien Contact
Red Metal,Mark Greaney,Hachette UK,Jul 16| 2019,4.6,656,9780751578362,English,Fiction / Thrillers / Espionage
Hunter Killer: Danny Black Thriller 2,Chris Ryan,Hachette UK,Aug 28| 2014,4.5,400,9781444753615,English,Fiction / Action & Adventure
Sniper Elite: One-Way Trip,Scott McEwen,Simon and Schuster,Jun 4| 2013,4.4,400,9781476746081,English,Fiction / Action & Adventure
Matterhorn,Karl Marlantes,Atlantic Books Ltd,Aug 1| 2010,4.6,300,9780857890559,English,Fiction / General
Brothers in Blood (Eagles of the Empire 13): Cato & Macro: Book 13,Simon Scarrow,Hachette UK,Oct 9| 2014,4.7,448,9780755393954,English,Fiction / Action & Adventure
A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones| A Clash of Kings| A Storm of Swords| A Feast for Crows| A Dance with Dragons (A Song of Ice and Fire),George R.R. Martin,HarperCollins UK,Mar 15| 2012,4.5,4544,9780007482931,English,Fiction / Action & Adventure
Schindler's Ark: The Booker Prize winning novel filmed as ‘Schindler’s List’,Thomas Keneally,Hachette UK,Jul 23| 2009,4.8,432,9781848940208,English,Biography & Autobiography / General
Kill Decision,Daniel Suarez,Penguin,Jul 19| 2012,4.4,512,9781101587331,English,Fiction / Action & Adventure
Pharaoh,Wilbur Smith,HarperCollins,Sep 22| 2016,4.1,400,9780007535835,English,Fiction / Action & Adventure
Forrest Gump,Winston Groom,Random House,May 31| 2013,4.1,240,9781448169719,English,Fiction / Absurdist
The Seventh Angel,Jeff Edwards,Stealth Books,Dec 29| 2010,4.5,354,9780983008545,English,Fiction / Thrillers / Military
All Quiet on the Western Front,Erich Maria Remarque,Random House,Nov 23| 2010,4.5,224,9781409015741,English,Fiction / Classics
The Girl You Left Behind: The number one bestselling romance from the author of Me Before You,Jojo Moyes,Penguin UK,Sep 27| 2012,4.3,544,9780141969190,English,Fiction / Family Life / General
Once A Pilgrim (John Carr| Book 1),James Deegan,HarperCollins UK,Jan 25| 2018,4.5,512,9780008229498,English,Fiction / Action & Adventure
So Speaks the Heart,Johanna Lindsey,Harper Collins,Jul 5| 2011,4.5,384,9780062106681,English,Fiction / Erotica / BDSM
Mayday!,Clive Cussler,Hachette UK,Sep 17| 2009,4.1,320,9780748114344,English,Fiction / Action & Adventure
Rogue Operator,J. Robert Kennedy,J. Robert Kennedy,Apr 29| 2014,4.5,374,9781482785494,English,Fiction / Action & Adventure
Temeraire (The Temeraire Series| Book 1),Naomi Novik,HarperCollins UK,Feb 20| 2009,4.2,352,9780007318551,English,Fiction / Alternative History
Life and Fate (Vintage Classic Russians Series),Vasily Grossman,Random House,Apr 30| 2011,4.6,912,9781446467046,English,Fiction / General
