title, author, publisher, date_published, ratings, pages, isbn, language, genres
Blood Song: Book 1 of Raven's Shadow,Anthony Ryan,Hachette UK,Apr 11| 2013,4.5,592,9781405525961,English,Fiction / Action & Adventure
Assassin’s Apprentice (The Farseer Trilogy| Book 1),Robin Hobb,HarperCollins UK,Sep 1| 2011,4.4,400,9780007374038,English,Fiction / Action & Adventure
The Autumn Republic,Brian McClellan,Hachette UK,Feb 10| 2015,4.6,592,9781405519960,English,Fiction / Action & Adventure
Age of Myth,Michael J. Sullivan,Del Rey,Jun 28| 2016,4.4,432,9781101965344,English,Fiction / Action & Adventure
The Kilkenny Series Bundle,Louis L'Amour,Bantam,Jul 7| 2015,4.6,656,9780804181112,English,Fiction / Action & Adventure
The Prize,Julie Garwood,Penguin,Jul 5| 2011,4.6,403,9781101533475,English,Fiction / Action & Adventure
Red Rising: Red Rising Series 1,Pierce Brown,Hachette UK,Jan 28| 2014,4.3,400,9781444759006,English,Fiction / Action & Adventure
The Last Kingdom Series Books 1-6: The gripping| bestselling historical fiction series (The Last Kingdom Series),Bernard Cornwell,HarperCollins UK,Dec 6| 2012,4.7,2366,9780007511464,English,Fiction / Action & Adventure
Last Argument Of Kings: Book Three,Joe Abercrombie,Hachette UK,Jun 18| 2009,4.6,544,9780575087873,English,Fiction / Action & Adventure
The Count of Monte Cristo,Alexandre Dumas,Bantam Classics,Dec 2| 2003,4.7,544,9780553898156,English,Fiction / Action & Adventure
The Pillars of the Earth,Ken Follett,Pan Macmillan,Sep 4| 2008,4.5,1100,9780330465717,English,Fiction / Action & Adventure
Into the Fire,Gregg Hurwitz,Penguin UK,Feb 20| 2020,4.7,464,9781405928571,English,Fiction / Action & Adventure
Heir to the Empire: Star Wars Legends (The Thrawn Trilogy),Timothy Zahn,Del Rey,Jun 28| 2011,4.7,416,9780307796103,English,Fiction / Action & Adventure
Grace,David Adams,David Adams,347,4.1,Flowing text, Original pages,Web, Tablet, Phone, eReader,Fiction / Cultural Heritage,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Of Blood and Bone,Nora Roberts,Hachette UK,Dec 4| 2018,4.7,464,9780349414997,English,Fiction / Action & Adventure
No More Mr. Nice Guy: A Family Business Novel,Carl Weber,Urban Books,Jan 26| 2016,4.6,288,9781622864294,English,Fiction / Action & Adventure
Holy Sister,Mark Lawrence,Penguin,Apr 9| 2019,4.7,368,9781101988923,English,Fiction / Action & Adventure
The Odessa File,Frederick Forsyth,Random House,Sep 30| 2008,4.5,448,9781407098012,English,Fiction / Action & Adventure
Hotel,Arthur Hailey,Open Road Media,May 13| 2014,4.5,475,9781480490000,English,Fiction / Action & Adventure
The Shadow of the Wind: The Cemetery of Forgotten Books 1| Book 1,Carlos Ruiz Zafon,Hachette UK,Apr 16| 2009,4.4,512,9780297857136,English,Antiques & Collectibles / Books
Dark Tower I: The Gunslinger,Stephen King,Hachette UK,Aug 18| 2003,4.2,304,9781848941090,English,Fiction / Action & Adventure
Casino Royale,Ian Fleming,Random House,Jul 1| 2012,4.5,256,9781448139248,English,Fiction / Action & Adventure
Final Option: 'The best one yet',Clive Cussler,Penguin UK,Nov 14| 2019,4.8,448,9781405941020,English,Fiction / Action & Adventure
Gates Of Fire: One of history’s most epic battles is brought to life in this enthralling and moving novel,Steven Pressfield,Random House,Feb 23| 2010,4.6,528,9781407066592,English,Fiction / Action & Adventure
I Let You Go: The Richard & Judy Bestseller,Clare Mackintosh,Hachette UK,Nov 6| 2014,4.3,384,9780751554175,English,Fiction / Action & Adventure
Tom Clancy's Full Force and Effect,Mark Greaney,Penguin UK,Dec 4| 2014,4.4,688,9781405919289,English,Fiction / Action & Adventure
A Cry of Honor (Book #4 in the Sorcerer's Ring),Morgan Rice,Morgan Rice,Mar 1| 2013,4.0,304,9781939416124,English,Fiction / Action & Adventure
Dark Places: The New York Times bestselling phenomenon from the author of Gone Girl,Gillian Flynn,Hachette UK,May 14| 2009,4.2,368,9780297855873,English,Family & Relationships / Dysfunctional Families
The New Girl,Daniel Silva,HarperCollins,Jul 16| 2019,4.5,512,9780062834898,English,Fiction / Action & Adventure
Fair Warning: The Instant Number One Bestselling Thriller,Michael Connelly,Hachette UK,May 26| 2020,4.6,416,9781409199106,English,Fiction / Action & Adventure
The Sicilian,Mario Puzo,Random House,Nov 30| 2012,4.6,416,9781448106912,English,Fiction / Action & Adventure
A Wild Sheep Chase,Haruki Murakami,Random House,Oct 10| 2011,4.1,320,9781448103522,English,Fiction / Action & Adventure
The Curious Incident of the Dog in the Night-time: Vintage Children's Classics,Mark Haddon,Random House,Aug 2| 2012,4.3,304,9781448139859,English,Fiction / Action & Adventure
