title, author, publisher, date_published, ratings, pages, isbn, language, genres
Contemporary Business| 17th Edition: Edition 17,Louis E. Boone,Wiley Global Education,Nov 16| 2016,0,624,9781119335030,English,Business & Economics / General
Welding: Edition 7,Larry Jeffus,Cengage Learning,May 12| 2011,4.9,972,9781133714422,English,Business & Economics / Careers / General
Principles of Marketing for a Digital Age,Tracy L. Tuten,SAGE,Dec 6| 2019,5.0,496,9781526485359,English,Business & Economics / Marketing / General
Information Technology Project Management| 5th Edition: Edition 5,Jack T. Marchewka,Wiley Global Education,Feb 13| 2015,3.7,360,9781118898208,English,Business & Economics / General
Standard & Poor's Fundamentals of Corporate Credit Analysis,Blaise Ganguin,McGraw Hill Professional,Dec 22| 2004,4.0,428,9780071454582,English,Business & Economics / Industries / Financial Services
A Guide to the Project Management Body of Knowledge (PMBOK® Guide)–Sixth Edition,,Project Management Institute,Sep 6| 2017,3.8,760,9781628253900,English,Business & Economics / Project Management
The Book of Yields: Accuracy in Food Costing and Purchasing| 8th Edition: Accuracy in Food Costing and Purchasing,Francis T. Lynch,Wiley Global Education,Dec 6| 2010,3.9,297,9781118137710,English,Business & Economics / Industries / Hospitality| Travel & Tourism
Strategy and Human Resource Management: Edition 4,Peter Boxall,Macmillan International Higher Education,Nov 6| 2015,4.0,368,9781137407658,English,Business & Economics / Decision-Making & Problem Solving
The Psychology of Thinking: Reasoning| Decision-Making and Problem-Solving,John Paul Minda,SAGE,Sep 11| 2015,0,272,9781473933941,English,Business & Economics / Sales & Selling / General
Marketing Strategy: Based on First Principles and Data Analytics,Robert W. Palmatier,Macmillan International Higher Education,Feb 23| 2017,5.0,384,9781137526243,English,Business & Economics / General
Contemporary Business| 16th Edition: Edition 16,Louis E. Boone,Wiley Global Education,Oct 6| 2014,2.3,672,9781119028208,English,Business & Economics / General
Evaluating Training Programs: The Four Levels| Edition 3,Donald Kirkpatrick,Berrett-Koehler Publishers,Jan 1| 2006,0,379,9781576757963,English,Business & Economics / Training
Trading Price Action Trends,Al Brooks,John Wiley & Sons,Nov 9| 2011,4.5,480,9781118166253,English,Business & Economics / E-Commerce / Online Trading
Managing Employee Performance and Reward: Concepts| Practices| Strategies| Edition 2,John Shields,Cambridge University Press,Oct 1| 2015,0,453,9781316441152,English,Business & Economics / General
Trading Price Action Reversals,Al Brooks,John Wiley & Sons,Dec 27| 2011,4.1,576,9781118172308,English,Business & Economics / General
Trading Price Action Trading Ranges,Al Brooks,John Wiley & Sons,Nov 29| 2011,4.8,624,9781118172339,English,Business & Economics / General
Tourism Management: An Introduction| Edition 2,Clare Inkson,SAGE,Mar 12| 2018,3.0,464,9781526450647,English,Business & Economics / General
Entrepreneurship| 4th Edition: Edition 4,Zacharakis,Wiley Global Education,Nov 18| 2016,2.0,622,9781119298816,English,Business & Economics / Entrepreneurship
Incerto 4-Book Bundle,Nassim Nicholas Taleb,Random House,Jan 26| 2016,5.0,1568,9780812997699,English,Business & Economics / Finance / Financial Risk Management
The Bass Handbook of Leadership: Theory| Research| and Managerial Applications,Bernard M. Bass,Simon and Schuster,Dec 1| 2009,4.0,1296,9781416545781,English,Business & Economics / General
Managing Change| Creativity and Innovation,Patrick Dawson,SAGE,Mar 20| 2017,4.3,664,9781526412799,English,Business & Economics / General
Events Management: Edition 3,Glenn Bowdin,Routledge,May 23| 2012,5.0,740,9781136445118,English,Business & Economics / Industries / Hospitality| Travel & Tourism
Building Winning Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading,Kevin J. Davey,John Wiley & Sons,Jun 11| 2014,4.5,288,9781118778883,English,Business & Economics / Finance / General
The Gamification of Learning and Instruction: Game-based Methods and Strategies for Training and Education,Karl M. Kapp,John Wiley & Sons,Apr 13| 2012,1.0,336,9781118191989,English,Business & Economics / General
Financial Risk Manager Handbook: FRM Part I / Part II| Edition 6,Philippe Jorion,John Wiley & Sons,Dec 28| 2010,4.5,816,9781118017913,English,Business & Economics / Finance / General
Sales Management: Strategy| Process and Practice| Edition 4,Javier Marcos Cuevas,Macmillan International Higher Education,Dec 21| 2015,0,328,9781137355126,English,Business & Economics / General
Corporate and Project Finance Modeling: Theory and Practice,Edward Bodmer,John Wiley & Sons,Oct 10| 2014,4.5,624,9781118854457,English,Business & Economics / Finance / General
Healthcare Analytics for Quality and Performance Improvement,Trevor L. Strome,John Wiley & Sons,Oct 2| 2013,0,240,9781118760154,English,Business & Economics / Management
Consumer Behaviour,Michael Solomon,Pearson Higher Education AU,Oct 24| 2012,3.0,553,9781442564992,English,Business & Economics / Consumer Behavior
Handbook of Liquefied Natural Gas,Saeid Mokhatab,Gulf Professional Publishing,Oct 15| 2013,4.8,624,9780124046450,English,Business & Economics / Industries / Natural Resource Extraction
Fundamentals of Public Relations and Marketing Communications in Canada,William Wray Carney,University of Alberta,Aug 5| 2015,0,536,9781772120622,English,Business & Economics / Business Communication / General
Trades About to Happen,David H. Weis,John Wiley & Sons,Apr 16| 2013,0,224,9781118233627,English,Business & Economics / General
Reframing Organizations: Artistry| Choice| and Leadership| Edition 6,Lee G. Bolman,John Wiley & Sons,Jun 16| 2017,4.0,512,9781119281849,English,Business & Economics / Leadership
The Econometrics of Financial Markets,John Y. Campbell,Princeton University Press,Jun 28| 2012,4.5,632,9781400830213,English,Business & Economics / Investments & Securities / General
The Art and Science of Technical Analysis,Adam Grimes,John Wiley & Sons,May 31| 2012,4.3,480,9781118238141,English,Business & Economics / Finance / General
Organisational Behaviour,Stephen Robbins,Pearson Higher Education AU,Aug 20| 2013,4.3,533,9781442561670,English,Business & Economics / General
