title, author, publisher, date_published, ratings, pages, isbn, language, genres
BEDHUND,AVINASH HAMBIRRAO LONDHE,MEHTA PUBLISHING HOUSE,Jul 2| 2018,5.0,188,9789353170264,Marathi,Fiction / Biographical
Cross of Fire,David Gilman,Head of Zeus Ltd,Feb 6| 2020,4.6,480,9781788544931,English,Fiction / Action & Adventure
Beautiful Tempest: Captivating historical romance at its best from the legendary bestseller,Johanna Lindsey,Hachette UK,Jul 11| 2017,4.6,384,9781472250513,English,Fiction / Family Life / General
If I Never Met You: A Novel,Mhairi McFarlane,HarperCollins,Mar 24| 2020,4.4,432,9780062958563,English,Fiction / Friendship
These Girls: A Novel,Sarah Pekkanen,Simon and Schuster,Apr 10| 2012,4.1,336,9781451612554,English,Fiction / Family Life / General
The Nickel Boys: Winner of the Pulitzer Prize for Fiction 2020,Colson Whitehead,Hachette UK,Jul 16| 2019,4.2,224,9780708899403,English,Fiction / African American / General
Friends Forever,Danielle Steel,Random House,Jul 5| 2012,4.0,384,9781409092599,English,Fiction / Coming of Age
The Break,Marian Keyes,Penguin UK,Sep 7| 2017,4.5,672,9781405918770,English,Family & Relationships / General
Dead Ice,Laurell K. Hamilton,Hachette UK,Jun 4| 2015,4.5,416,9780755389094,English,Fiction / Crime
Addicted To You: One Night of Passion Book 1,Beth Kery,Hachette UK,Jan 3| 2013,4.5,278,9781472200501,English,Fiction / Family Life / General
Una pequeña princesa (historia escolar) Parte 1,Frances Hodgson,Postin,Feb 16| 2020,4.7,41,Flowing text, Google-generated PDF,Fiction / Coming of Age,Fiction / Friendship
Until You,Denise Grover Swank,Hachette UK,May 30| 2017,4.4,368,9781455539796,English,Fiction / Friendship
Four Years Later: One Week Girlfriend Book 4,Monica Murphy,Hachette UK,Mar 4| 2014,4.3,320,9781472214492,English,Fiction / Family Life / General
Breath: Film Tie-In,Tim Winton,Pan Macmillan,May 1| 2009,4.6,256,9780330508414,English,Fiction / Coming of Age
