title, author, publisher, date_published, ratings, pages, isbn, language, genres
The Book of Mirdad: The Strange Story of a Monastery which was Once Called The Ark,Mikhail Naimy,Watkins Media Limited,Jan 1| 2012,5.0,192,9781780283081,English,Fiction / Christian / Classic & Allegory
Fighting for Infinity,Karen Amanda Hooper,Starry Sky Publishing ,Apr 28| 2014,4.8,380,9780985589974,English,Fiction / Fantasy / Contemporary
Celestine Insights - Limited Edition of Celestine Prophecy and Tenth Insight,James Redfield,Hachette UK,Sep 26| 2009,5.0,384,9780446567831,English,Body| Mind & Spirit / Ancient Mysteries & Controversial Knowledge
Legon Ascension,Nicholas Taylor,Somnium Press| LLC,May 3| 2011,4.5,326,9781458102249,English,Fiction / Action & Adventure
The Lake House (The Annie Graham crime series| Book 4),Helen Phifer,HarperCollins UK,May 22| 2015,4.5,400,9781474033411,English,Fiction / Action & Adventure
A Horse Walks into a Bar,David Grossman,Random House,Nov 10| 2016,5.0,208,9781473545809,English,Fiction / General
The Mountain Shadow,Gregory David Roberts,Hachette UK,Oct 13| 2015,4.2,880,9780748117833,English,Fiction / Action & Adventure
The Magus,John Fowles,Random House,Oct 31| 2010,4.3,672,9781409059943,English,Fiction / Classics
Home Fire: WINNER OF THE WOMEN'S PRIZE FOR FICTION 2018,Kamila Shamsie,Bloomsbury Publishing,Aug 15| 2017,4.3,272,9781408886755,English,Fiction / Classics
Trinity: The Battle for Nevaeh,David Wind,ColSaw Publications / DMW ,Feb 29| 2016,4.8,411,9780990003571,English,Fiction / Dystopian
Immortal Vegas: The Box Set,Jenn Stark,Jenn Stark,Dec 2| 2018,4.8,1000,9781943768332,English,Fiction / Fantasy / Action & Adventure
The Silent Corner (Jane Hawk Thriller| Book 1),Dean Koontz,Harper Collins,Jun 29| 2017,4.6,464,9780007518081,English,Fiction / Action & Adventure
No Good Deed: Book One of the Mark Taylor Series,M.P. McDonald,MP McDonald,Jan 14| 2015,4.4,327,Flowing text, Google-generated PDF,Fiction / Magical Realism,Fiction / Mystery & Detective / Historical
Sword of the Gods: Prince of Tyre,Anna Erishkigal,Seraphim Press,Nov 20| 2013,4.5,798,9780985489625,English,Body| Mind & Spirit / Angels & Spirit Guides
Munnu: A Boy From Kashmir,Malik Sajad,HarperCollins UK,Jun 18| 2015,4.7,352,9780007513734,English,Comics & Graphic Novels / General
Un buen hijo de p...: Una fábula,Ismael Cala,Vintage Espanol,Nov 18| 2014,4.7,304,9781101872642,Spanish,Fiction / Hispanic & Latino
Dark Path,Melissa F. Miller,Brown Street Books,Sep 7| 2017,4.3,325,9781940759296,English,Fiction / Medical
The New York Trilogy,Paul Auster,Penguin,Apr 1| 1990,4.4,384,9781101199312,English,Fiction / Mystery & Detective / Collections & Anthologies
Anges Gaïens| livre 1 : La Toile de l'Éveil,Iom Kosta,Anges Gaïens,Dec 17| 2011,4.5,390,9791090903111,French,Body| Mind & Spirit / Afterlife & Reincarnation
#9 Shades of Gray: Rise Of The Gorgons,Kristie Lynn Higgins,Kristie Lynn Higgins,Sep 26| 2014,4.3,250,Flowing text,Fiction / Action & Adventure,Fiction / Christian / Fantasy
Cursed Glass,ROHIT BARWAR,Notion Press,Aug 13| 2018,5.0,118,9781644290316,English,Fiction / Visionary & Metaphysical
Night of the Living Demon Slayer,Angie Fox,Angie Fox,Dec 31| 2016,4.5,320,9781939661258,English,Fiction / Fantasy / Contemporary
The Pit Stop,Carmen DeSousa,Carmen DeSousa Books,Aug 6| 2014,4.5,180,9780989905077,English,Fiction / Ghost
Demon Child,Kat Cotton,Kat Cotton,Nov 25| 2017,4.5,289,Flowing text, Google-generated PDF,Fiction / Fantasy / Action & Adventure,Fiction / Fantasy / General
Soul's Gate,James L. Rubart,Thomas Nelson,Nov 5| 2012,4.5,400,9781401686062,English,Fiction / Christian / Suspense
