title, author, publisher, date_published, ratings, pages, isbn, language, genres
The Tea Girl of Hummingbird Lane: A Novel,Lisa See,Simon and Schuster,Mar 21| 2017,4.4,384,9781501154843,English,Fiction / Asian American
Wife to the Boss,Lexy Timms,Dark Shadow Publishing,Apr 15| 2016,4.8,220,Flowing text, Google-generated PDF,Fiction / Romance / Action & Adventure,Fiction / Romance / Billionaires
Gansett Island Boxed Set Books 4-6,Marie Force,HTJB| Inc.,Mar 24| 2015,4.7,889,9781942295037,English,Fiction / Contemporary Women
Say You Want Me,Corinne Michaels,BAAE Publishing,Oct 31| 2016,4.8,340,9781942834205,English,Fiction / Romance / Contemporary
Summer Lake Romance Boxed Set (Books 4-6),SJ McCoy,Xenion| Inc,Dec 18| 2016,4.8,486,9781946220011,English,Fiction / Romance / Collections & Anthologies
The Mirror and the Light (The Wolf Hall Trilogy| Book 3),Hilary Mantel,HarperCollins UK,Mar 5| 2020,4.8,912,9780007481095,English,Fiction / Cultural Heritage
The Silent Wife: A gripping emotional page turner with a twist that will take your breath away,Kerry Fisher,Bookouture,Feb 24| 2017,4.5,352,9781786811264,English,Fiction / Contemporary Women
Twins Make Four,Nicole Elliot,Nicole Elliot,Jan 8| 2019,4.6,312,Flowing text, Google-generated PDF,Fiction / Romance / Billionaires,Fiction / Romance / Contemporary
The Good Earth,Pearl S. Buck,Open Road Media,Aug 21| 2012,4.6,357,9781453263563,English,Fiction / Classics
Holy Sister (Book of the Ancestor| Book 3),Mark Lawrence,HarperCollins UK,Apr 4| 2019,4.7,352,9780008152413,English,Fiction / Fantasy / Dark Fantasy
Flame (Men of Inked: Heatwave #1),Chelle Bliss,Chelle Bliss,Sep 17| 2019,4.8,320,Flowing text, Google-generated PDF,Fiction / Romance / Contemporary,Fiction / Romance / New Adult
Hannah,Chris Keniston,Indie House Publishing,Jul 25| 2017,4.7,167,9781942561194,English,Fiction / Family Life
Ghost Fire,Wilbur Smith,Bonnier Zaffre Ltd.,Sep 5| 2019,4.7,464,9781785769450,English,Fiction / Action & Adventure
The Thorn Birds,Colleen McCullough,Harper Collins,Oct 13| 2009,4.4,704,9780061807091,English,Fiction / Family Life / General
Whispers: A moving saga where the past and present threaten to collide...,Rosie Goodwin,Hachette UK,Nov 10| 2011,4.8,347,9780755383832,English,Fiction / General
Stella| Until You,Danielle Norman,F Squared| LLP,Jan 22| 2019,4.7,286,9780999786109,English,Fiction / Friendship
Sister Of My Heart,Chitra Divakaruni,Random House,Aug 17| 2010,4.2,352,9781409010135,English,Fiction / Asian American
The Queen of the Damned,Anne Rice,Ballantine Books,Nov 17| 2010,4.5,464,9780307575890,English,Fiction / Fantasy / General
The Children of Húrin,J. R. R. Tolkien,HarperCollins UK,Apr 20| 2009,4.6,320,9780007322589,English,Fiction / Classics
Shades of Honor,Wendy Lindstrom,Rustic Studio Publishing,Dec 22| 2010,4.3,278,9781939263001,English,Family & Relationships / Death| Grief| Bereavement
Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,Sep 5| 2013,4.2,398,9780988391345,English,Body| Mind & Spirit / Supernatural
Seven Years to Sin,Sylvia Day,Kensington Publishing Corp.,May 1| 2014,4.4,384,9781617735318,English,Fiction / Historical / General
Between Now And Forever: Emotional Second Chance Romance and Mystery,Barbara Freethy,Fog City Publishing| LLC,Jan 14| 2014,4.7,280,9780988662087,English,Fiction / Contemporary Women
The Citadel,A. J. Cronin,Pan Macmillan,Mar 14| 2013,4.5,432,9781447244561,English,Fiction / Classics
Rocky Mountain Haven,Vivian Arend,Arend Publishing Inc.,Feb 16| 2017,4.6,242,9781941456194,English,Fiction / Romance / Contemporary
The Woman in the Wood: A missing teenager. An outcast woman in the woods. And a girl determined to find the truth. From The Sunday Times bestselling author,Lesley Pearse,Penguin UK,Jun 29| 2017,4.8,544,9781405921077,English,Fiction / Family Life / General
The Forgotten Child,Lorhainne Eckhart,Lorhainne Eckhart,Nov 6| 2011,4.4,168,9781928085010,English,Fiction / Contemporary Women
Three Dates,Grahame Claire,Grahame Claire,Nov 2| 2018,4.7,419,9780997472813,English,Fiction / Romance / Action & Adventure
Melting Into You (A Small Town Single Dad Romance),Tracey Alvarez,Icon Publishing Limited,Jun 16| 2014,4.6,306,9780473285944,English,Drama / General
Hearts on Fire,Julia Gabriel,Serif Books,Jun 26| 2017,4.7,292,9780999654835,English,Fiction / Family Life / General
The Most Dangerous Duke in London,Madeline Hunter,Zebra Books,May 30| 2017,4.4,304,9781420143911,English,Fiction / Historical / General
If It's Only Love,Lexi Ryan,Lexi Ryan,Sep 10| 2019,4.8,414,9781940832111,English,Fiction / Romance / Contemporary
Sword of the Gods: Agents of Ki,Anna Erishkigal,Seraphim Press,May 5| 2014,4.7,826,9780985489663,English,Body| Mind & Spirit / Angels & Spirit Guides
