title, author, publisher, date_published, ratings, pages, isbn, language, genres
Tropic of Orange,Karen Tei Yamashita,Coffee House Press,Sep 12| 2017,5.0,290,9781566895026,English,Fiction / Asian American
Three Souls: A Novel,Janie Chang,Harper Collins,Feb 25| 2014,4.5,496,9780062293213,English,Fiction / Asian American
The Moon in the Palace,Weina Dai Randel,Sourcebooks| Inc.,Mar 1| 2016,4.7,400,9781492613572,English,Fiction / Asian American
Monkey: Folk Novel of China,Wu Ch'êng-ên,Grove/Atlantic| Inc.,Dec 1| 2007,4.5,320,9780802198846,English,Fiction / Asian American
Secret Daughter: A Novel,Shilpi Somaya Gowda,Harper Collins,Nov 6| 2012,4.1,400,9780062266675,English,Fiction / Asian American
Bound to Him Box Set: Episodes 7-9,Em Brown,Wind Color Press,Apr 30| 2020,4.5,152,9781942822936,English,Fiction / Asian American
Before She Sleeps: A Novel,Bina Shah,Open Road Media,Aug 7| 2018,4.5,256,9781504055161,English,Fiction / Alternative History
The Inheritance of Loss,Kiran Desai,Open Road + Grove/Atlantic,Dec 1| 2007,3.8,384,9781555845919,English,Fiction / Asian American
The Hidden Flower: A Novel,Pearl S. Buck,Open Road Media,May 21| 2013,4.2,234,9781480421165,English,Fiction / Asian American
Anna Dressed in Blood,Kendare Blake,Noura Books,Sep 10| 2015,4.2,388,9786021606995,Indonesian,Fiction / Asian American
IQ: ‘The Holmes of the 21st century’ (Daily Mail),Joe Ide,Hachette UK,Apr 6| 2017,3.8,336,9781474607193,English,Fiction / Asian American
2040: The Battle for Life: A Story of Tomorrow,Sanjay Mittal,Sanjay Mittal,May 31| 2020,5.0,156,Flowing text, Original pages,Fiction / Asian American,Fiction / General
The Expatriates,Janice Y. K. Lee,Hachette UK,Jan 12| 2016,4.0,336,9781408706879,English,Fiction / Asian American
The Third Son: A Novel,Julie Wu,Algonquin Books,Apr 30| 2013,4.0,338,9781616202668,English,Fiction / Asian American
Spring Fling Kitty,Rachelle Ayala,Rachelle Ayala,May 25| 2016,4.8,291,9781534779570,English,Fiction / Asian American
Aza Comics The Keepers: Origins,Jazmin Truesdale,Aza Entertainment,Jan 1| 2016,4.6,188,Flowing text, Original pages,Comics & Graphic Novels / Action & Adventure,Comics & Graphic Novels / Fantasy
Orders is Orders,L. Ron Hubbard,Galaxy Press  LLC,Mar 16| 2009,4.2,168,9781592127061,English,Fiction / Action & Adventure
Honolulu: A Novel,Alan Brennert,St. Martin's Press,Mar 3| 2009,3.6,368,9781429977739,English,Fiction / Asian American
Blaze Brothers,Matthew Scott Krentz,Blaze Comics,Jun 15| 2014,4.8,26,9781628908725,English,Comics & Graphic Novels / Crime & Mystery
Tell A Thousand Lies,Rasana Atreya,Rasana Atreya,Dec 17| 2014,4.1,342,Flowing text, Original pages,Fiction / Asian American,Fiction / Coming of Age
The Writing On My Forehead,Nafisa Haji,Random House,Apr 13| 2010,4.2,320,9781407071367,English,Fiction / Asian American
A Good Scent from a Strange Mountain,Robert Olen Butler,Open Road + Grove/Atlantic,Mar 11| 2012,4.2,288,9780802193896,English,Fiction / Asian American
Secret Crush Seduction (Mills & Boon Desire) (The Heirs of Hansol| Book 2),Jayci Lee,HarperCollins UK,Aug 6| 2020,4.0,224,9780008904593,English,Fiction / Asian American
